,emotion,sentence,label,tokenized_sentence,cleaned_tokens
1709,E68,이번 경시대회에서 금상을 타서 기뻐.,1,"['이번', '경', '##시대', '##회에서', '금', '##상을', '타서', '기뻐', '.']","['이번', '경', '금', '타서', '기뻐']"
1710,E68,지난 모의고사에서 떨어진 등급이 이번에 올라서 기분이 좋아.,1,"['지난', '모의', '##고사', '##에서', '떨어진', '등급', '##이', '이번에', '올라서', '기분이', '좋아', '.']","['지난', '모의', '떨어진', '등급', '이번에', '올라서', '기분이', '좋아']"
1711,E68,내가 좋아하는 친구가 있는데 같은 대학을 가게 되어서 기분이 좋아.,1,"['내가', '좋아하는', '친구가', '있는데', '같은', '대학을', '가게', '되어서', '기분이', '좋아', '.']","['내가', '좋아하는', '친구가', '있는데', '같은', '대학을', '가게', '되어서', '기분이', '좋아']"
1712,E68,내가 하고 싶은 일을 찾아서 기분이 좋아.,1,"['내가', '하고', '싶은', '일을', '찾아서', '기분이', '좋아', '.']","['내가', '하고', '싶은', '일을', '찾아서', '기분이', '좋아']"
1768,E65,학교 폭력 가해자들이 학교에 안 나오니깐 반 친구들이 내게 말을 걸어주었어!,1,"['학교', '폭력', '가해', '##자들이', '학교에', '안', '나오니', '##깐', '반', '친구들이', '내게', '말을', '걸어', '##주', '##었어', '!']","['학교', '폭력', '가해', '학교에', '안', '나오니', '반', '친구들이', '내게', '말을', '걸어']"
1769,E65,오늘 너무 화가 나 참지 못하고 싸웠는데 내가 이겼어! 너무 신나!,1,"['오늘', '너무', '화가', '나', '참', '##지', '못하고', '싸', '##웠는데', '내가', '이', '##겼', '##어', '!', '너무', '신나', '!']","['오늘', '너무', '화가', '나', '참', '못하고', '싸', '내가', '이', '너무', '신나']"
1770,E65,나도 모르게 어느새 반 아이들끼리 증거를 모아 학교 폭력 가해자들을 고소해 주었어!,1,"['나도', '모르게', '어느새', '반', '아이들', '##끼리', '증거', '##를', '모아', '학교', '폭력', '가해', '##자들을', '고소', '##해', '주', '##었어', '!']","['나도', '모르게', '어느새', '반', '아이들', '증거', '모아', '학교', '폭력', '가해', '고소', '주']"
1771,E65,이제 모든 왕따 문제가 해결되었대. 선생님이 나를 꼭 안아주셔서 너무 기뻐.,1,"['이제', '모든', '왕', '##따', '문제가', '해결', '##되었', '##대', '.', '선생님이', '나를', '꼭', '안아', '##주셔서', '너무', '기뻐', '.']","['이제', '모든', '왕', '문제가', '해결', '선생님이', '나를', '꼭', '안아', '너무', '기뻐']"
1772,E65,나를 따돌리던 친구들이 내게 다시 말을 걸기 시작해서 마음이 한결 놓였어.,1,"['나를', '따', '##돌', '##리던', '친구들이', '내게', '다시', '말을', '걸', '##기', '시작해서', '마음이', '한결', '놓', '##였어', '.']","['나를', '따', '친구들이', '내게', '다시', '말을', '걸', '시작해서', '마음이', '한결', '놓']"
1773,E65,오늘 학교에 가지 않았는데 많은 아이들이 걱정하는 문자를 보내왔어.,1,"['오늘', '학교에', '가지', '않았는데', '많은', '아이들이', '걱정하는', '문자를', '보내', '##왔', '##어', '.']","['오늘', '학교에', '가지', '않았는데', '많은', '아이들이', '걱정하는', '문자를', '보내']"
1774,E65,반 아이들이 앞으로 가해자들이 나를 괴롭힐 때마다 막아주겠다고 했어!,1,"['반', '아이들이', '앞으로', '가해', '##자들이', '나를', '괴롭', '##힐', '때마다', '막아주', '##겠다고', '했어', '!']","['반', '아이들이', '앞으로', '가해', '나를', '괴롭', '때마다', '막아주', '했어']"
1775,E65,우리 반에 학교폭력을 당하는 아이가 오늘 드디어 나한테 말을 털어놓기 시작했어!,1,"['우리', '반', '##에', '학교', '##폭력', '##을', '당하는', '아이가', '오늘', '드디어', '나한테', '말을', '털어', '##놓', '##기', '시작', '##했어', '!']","['우리', '반', '학교', '당하는', '아이가', '오늘', '드디어', '나한테', '말을', '털어', '시작']"
1776,E65,나를 괴롭히던 친구가 집안 사정상 이제 학교에 더 이상 나오지 못한다는 이야기를 들었어!,1,"['나를', '괴롭', '##히', '##던', '친구가', '집안', '사정', '##상', '이제', '학교에', '더', '이상', '나오지', '못한다는', '이야기를', '들었', '##어', '!']","['나를', '괴롭', '친구가', '집안', '사정', '이제', '학교에', '더', '이상', '나오지', '못한다는', '이야기를', '들었']"
1810,E64,엄마랑 길 가다가 엄마 친구를 만났는데 나보고 잘생겼다고 칭찬해 주셨어.,1,"['엄마랑', '길', '가다가', '엄마', '친구를', '만났', '##는데', '나', '##보고', '잘생', '##겼다', '##고', '칭찬', '##해', '주셨', '##어', '.']","['엄마랑', '길', '가다가', '엄마', '친구를', '만났', '나', '잘생', '칭찬', '주셨']"
1811,E64,아빠는 출장이 잦아서 자주 볼 수가 없는데 이번엔 휴가를 받으셨대. 그래서 기뻐.,1,"['아빠는', '출장', '##이', '잦', '##아서', '자주', '볼', '수가', '없는데', '이번엔', '휴가를', '받으', '##셨', '##대', '.', '그래서', '기뻐', '.']","['아빠는', '출장', '잦', '자주', '볼', '수가', '없는데', '이번엔', '휴가를', '받으', '그래서', '기뻐']"
1812,E64,형이 이번에 태권도 선수가 됐는데 금메달을 수상했어. 그래서 나도 기뻐.,1,"['형이', '이번에', '태권도', '선수가', '됐는데', '금메달을', '수상', '##했어', '.', '그래서', '나도', '기뻐', '.']","['형이', '이번에', '태권도', '선수가', '됐는데', '금메달을', '수상', '그래서', '나도', '기뻐']"
1830,E67,친구랑 싸웠다가 어제 화해를 했는데 친한 친구여서 절교하면 어떡하나 사실 걱정을 많이 했거든. 정말 다행이야.,1,"['친구랑', '싸', '##웠다', '##가', '어제', '화해', '##를', '했는데', '친한', '친구', '##여서', '절', '##교', '##하면', '어떡', '##하나', '사실', '걱정을', '많이', '했', '##거든', '.', '정말', '다행이', '##야', '.']","['친구랑', '싸', '어제', '화해', '했는데', '친한', '친구', '절', '어떡', '사실', '걱정을', '많이', '했', '정말', '다행이']"
1837,E60,나 내년 초에 드디어 결혼하게 됐어. 너무 기쁘다.,1,"['나', '내년', '초에', '드디어', '결혼', '##하게', '됐', '##어', '.', '너무', '기쁘', '##다', '.']","['나', '내년', '초에', '드디어', '결혼', '됐', '너무', '기쁘']"
1844,E66,예전에는 대인관계에 신경을 많이 썼는데 나이가 들수록 느긋해지는 것 같아.,1,"['예전에는', '대인', '##관계', '##에', '신경을', '많이', '썼는데', '나이가', '들', '##수록', '느', '##긋', '##해지는', '것', '같아', '.']","['예전에는', '대인', '신경을', '많이', '썼는데', '나이가', '들', '느', '것', '같아']"
1856,E65,나 취업에 합격했어!,1,"['나', '취업', '##에', '합격', '##했어', '!']","['나', '취업', '합격']"
1862,E68,안녕? 회사에서 좋아하는 사람이 생겼어.,1,"['안녕', '?', '회사에서', '좋아하는', '사람이', '생겼', '##어', '.']","['안녕', '회사에서', '좋아하는', '사람이', '생겼']"
1873,E62,이번에 취업한 곳의 상사가 정말 좋은 분인 것 같아.,1,"['이번에', '취업', '##한', '곳의', '상', '##사가', '정말', '좋은', '분', '##인', '것', '같아', '.']","['이번에', '취업', '곳의', '상', '정말', '좋은', '분', '것', '같아']"
1880,E63,그동안 회사에서 스트레스를 너무 받았는데 퇴사하고 나니 마음이 편안해.,1,"['그동안', '회사에서', '스트레스를', '너무', '받았는데', '퇴', '##사', '##하고', '나니', '마음이', '편안', '##해', '.']","['그동안', '회사에서', '스트레스를', '너무', '받았는데', '퇴', '나니', '마음이', '편안']"
1890,E67,돈 빌려준 친구한테 연락이 왔어. 사정이 생겼다고 일주일 뒤에 갚겠다고 정말 미안하다고 그러네.,1,"['돈', '빌려', '##준', '친구한테', '연락이', '왔', '##어', '.', '사정이', '생겼다', '##고', '일주일', '뒤에', '갚', '##겠다고', '정말', '미안', '##하다고', '그러', '##네', '.']","['돈', '빌려', '친구한테', '연락이', '왔', '사정이', '생겼다', '일주일', '뒤에', '갚', '정말', '미안', '그러']"
1897,E63,드디어 길었던 수험생 시절이 끝나고 공무원 최종 합격했어. 마음이 한결 편해.,1,"['드디어', '길', '##었던', '수험생', '시절', '##이', '끝나고', '공무원', '최종', '합격', '##했어', '.', '마음이', '한결', '편해', '.']","['드디어', '길', '수험생', '시절', '끝나고', '공무원', '최종', '합격', '마음이', '한결', '편해']"
1903,E68,동호회 모임 인기투표에서 남자 일등으로 내가 뽑혔어. 완전 기분 좋은데.,1,"['동호회', '모임', '인기', '##투표', '##에서', '남자', '일', '##등으로', '내가', '뽑', '##혔', '##어', '.', '완전', '기분', '좋은데', '.']","['동호회', '모임', '인기', '남자', '일', '내가', '뽑', '완전', '기분', '좋은데']"
1920,E68,나 이번 건강검진 결과가 정상으로 나왔어. 너무 신이 나네.,1,"['나', '이번', '건강', '##검진', '결과가', '정상', '##으로', '나왔', '##어', '.', '너무', '신이', '나', '##네', '.']","['나', '이번', '건강', '결과가', '정상', '나왔', '너무', '신이', '나']"
1924,E68,담배 끊은 지 두 달째인데 오늘 조기축구에서 두 골을 넣었어. 건강해졌나 봐.,1,"['담배', '끊', '##은', '지', '두', '달', '##째', '##인데', '오늘', '조기', '##축구', '##에서', '두', '골을', '넣', '##었어', '.', '건강', '##해졌', '##나', '봐', '.']","['담배', '끊', '지', '두', '달', '오늘', '조기', '두', '골을', '넣', '건강', '봐']"
1926,E68,이번에 정기적금 만기 돼서 탔어. 너무 기분이 좋아.,1,"['이번에', '정기', '##적', '##금', '만기', '돼서', '탔', '##어', '.', '너무', '기분이', '좋아', '.']","['이번에', '정기', '만기', '돼서', '탔', '너무', '기분이', '좋아']"
1945,E64,오랫동안 고대해오던 직장으로 취업에 성공했어.,1,"['오랫동안', '고대', '##해', '##오던', '직장', '##으로', '취업', '##에', '성공', '##했어', '.']","['오랫동안', '고대', '직장', '취업', '성공']"
1951,E61,나도 드디어 갱년기가 찾아왔는지 무슨 말을 들어도 서운하고 눈물이 나고 도대체 무엇을 하면서 살았나 싶어.,1,"['나도', '드디어', '갱년', '##기가', '찾아', '##왔', '##는지', '무슨', '말을', '들어도', '서운', '##하고', '눈물이', '나고', '도대체', '무엇을', '하면서', '살았', '##나', '싶어', '.']","['나도', '드디어', '갱년', '찾아', '무슨', '말을', '들어도', '서운', '눈물이', '나고', '도대체', '무엇을', '하면서', '살았', '싶어']"
1952,E68,나 드디어 건강한 다이어트 성공했어.,1,"['나', '드디어', '건강한', '다이어트', '성공', '##했어', '.']","['나', '드디어', '건강한', '다이어트', '성공']"
1954,E67,개발 중인 프로젝트에서 장애가 발생해서 오늘도 야근해야 할 것 같아.,1,"['개발', '중인', '프로젝트', '##에서', '장애', '##가', '발생', '##해서', '오늘도', '야', '##근', '##해야', '할', '것', '같아', '.']","['개발', '중인', '프로젝트', '장애', '발생', '오늘도', '야', '할', '것', '같아']"
1967,E67,취업이 고민이었는데 최근에 취업 멘토 프로그램을 알게 돼서 다행이야.,1,"['취업', '##이', '고민이', '##었는데', '최근에', '취업', '멘토', '프로그램을', '알게', '돼서', '다행이', '##야', '.']","['취업', '고민이', '최근에', '취업', '멘토', '프로그램을', '알게', '돼서', '다행이']"
1970,E68,나 복권에 당첨됐어!,1,"['나', '복', '##권에', '당첨', '##됐', '##어', '!']","['나', '복', '당첨']"
2005,E64,우리 동호회 회장이 좀 대단한 사람이라 그런지 다른 사람들이 그 사람 앞에서는 말을 조심하더라고.,1,"['우리', '동호회', '회장이', '좀', '대단한', '사람이', '##라', '그런지', '다른', '사람들이', '그', '사람', '앞에서', '##는', '말을', '조심', '##하', '##더라고', '.']","['우리', '동호회', '회장이', '좀', '대단한', '사람이', '그런지', '다른', '사람들이', '그', '사람', '앞에서', '말을', '조심']"
2012,E67,노년에도 건강해서 다행이다.,1,"['노', '##년에', '##도', '건강', '##해서', '다행이다', '.']","['노', '건강', '다행이다']"
2013,E64,나이가 들어도 돈이 많아서 좋다.,1,"['나이가', '들어도', '돈이', '많아서', '좋다', '.']","['나이가', '들어도', '돈이', '많아서', '좋다']"
2015,E64,나는 돈이 많아서 정말 행복하다.,1,"['나는', '돈이', '많아서', '정말', '행복', '##하다', '.']","['나는', '돈이', '많아서', '정말', '행복']"
2017,E62,내 친구는 정말 솔직하고 멋있어. 난 내 친구를 믿어.,1,"['내', '친구는', '정말', '솔직', '##하고', '멋', '##있어', '.', '난', '내', '친구를', '믿어', '.']","['내', '친구는', '정말', '솔직', '멋', '난', '내', '친구를', '믿어']"
